approach_name,simulator_variant,batch_count,batch_size,num_training_sims,epochs,training_seed,network_seed,epoch,loss,mean/inference_mean,quantiles/inference_quantiles
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,161,0.08545470982789993,0.09180785715579987,0.0791015625
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,162,0.08423174917697906,0.09152080863714218,0.07694268226623535
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,163,0.08410985767841339,0.09107091277837753,0.07714881002902985
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,164,0.0834825187921524,0.09052952378988266,0.07643550634384155
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,165,0.083648681640625,0.09021762013435364,0.07707973569631577
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,166,0.08242578059434891,0.08974547684192657,0.07510608434677124
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,167,0.08244600892066956,0.08934180438518524,0.07555021345615387
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,168,0.08226186037063599,0.08899655193090439,0.07552716135978699
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,169,0.08194755017757416,0.08857331424951553,0.07532177865505219
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,170,0.08180098235607147,0.08821680396795273,0.07538515329360962
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,171,0.08165034651756287,0.0878334641456604,0.07546722888946533
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,172,0.08071687072515488,0.08751943707466125,0.0739143043756485
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,173,0.08030468225479126,0.08714514970779419,0.07346420735120773
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,174,0.08013913035392761,0.0867665559053421,0.07351170480251312
